Year,Electorate,Party,PVI
2011,Tauranga,Conservative,0.017662395
2011,Tauranga,Green,-0.028577712
2011,Tauranga,Labour,-0.123902281
2011,Tauranga,Mana,-0.009006256
2011,Tauranga,Māori,-0.008867498
2011,Tauranga,National,0.067977876
2011,Tauranga,NZ First,0.08535307
2011,Tauranga,Other,-0.001867759
2011,Tauranga,United,-5.46599E-05
2011,Te Tai Hauāuru,ACT,-0.009382709
2011,Te Tai Hauāuru,Alliance/Progressive,-0.000435577
2011,Te Tai Hauāuru,Conservative,-0.022641635
2011,Te Tai Hauāuru,Green,-0.000574912
2011,Te Tai Hauāuru,Labour,0.137723882
2011,Te Tai Hauāuru,Mana,0.069701615
2011,Te Tai Hauāuru,Māori,0.191252514
2011,Te Tai Hauāuru,National,-0.392768198
2011,Te Tai Hauāuru,NZ First,0.012145749
2011,Te Tai Hauāuru,Other,0.019634391
2011,Te Tai Hauāuru,United,-0.00465512
2011,Te Tai Tokerau,ACT,-0.008182829
2011,Te Tai Tokerau,Alliance/Progressive,-0.000335587
2011,Te Tai Tokerau,Conservative,-0.021141995
2011,Te Tai Tokerau,Green,-0.025085813
2011,Te Tai Tokerau,Labour,0.062482868
2011,Te Tai Tokerau,Mana,0.230993574
2011,Te Tai Tokerau,Māori,0.092731972
2011,Te Tai Tokerau,National,-0.378475819
2011,Te Tai Tokerau,NZ First,0.031837998
2011,Te Tai Tokerau,Other,0.020230881
2011,Te Tai Tokerau,United,-0.00505525
2011,Te Tai Tonga,ACT,-0.008782829
2011,Te Tai Tonga,Alliance/Progressive,-0.000135587
2011,Te Tai Tonga,Conservative,-0.019341995
2011,Te Tai Tonga,Green,0.046014187
2011,Te Tai Tonga,Labour,0.105782868
2011,Te Tai Tonga,Mana,0.046193574
2011,Te Tai Tonga,Māori,0.118031972
2011,Te Tai Tonga,National,-0.318775819
2011,Te Tai Tonga,NZ First,0.020937998
2011,Te Tai Tonga,Other,0.013530881
2011,Te Tai Tonga,United,-0.00345525
2011,Tukituki,ACT,0.003215791
2011,Tukituki,Alliance/Progressive,-3.5637E-05
2011,Tukituki,Conservative,0.011854195
2011,Tukituki,Green,-0.013095462
2011,Tukituki,Labour,-0.02954142
2011,Tukituki,Mana,-0.007306766
2011,Tukituki,Māori,-0.006568788
2011,Tukituki,National,0.050072276
2011,Tukituki,NZ First,-0.006867851
2011,Tukituki,Other,-0.002170449
2011,Tukituki,United,0.00044411
2011,Upper Harbour,ACT,0.003217171
2011,Upper Harbour,Alliance/Progressive,-0.000235587
2011,Upper Harbour,Conservative,0.006958005
2011,Upper Harbour,Green,-0.036785813
2011,Upper Harbour,Labour,-0.089617132
2011,Upper Harbour,Mana,-0.008906426
2011,Upper Harbour,Māori,-0.009568028
2011,Upper Harbour,National,0.158724181
2011,Upper Harbour,NZ First,-0.017862002
2011,Upper Harbour,Other,-0.004269119
2011,Upper Harbour,United,-0.00165525
2011,Waiariki,ACT,-0.009182829
2011,Waiariki,Alliance/Progressive,-0.000435587
2011,Waiariki,Conservative,-0.023241995
2011,Waiariki,Green,-0.023385813
2011,Waiariki,Labour,0.069782868
2011,Waiariki,Mana,0.151293574
2011,Waiariki,Māori,0.192731972
2011,Waiariki,National,-0.413575819
2011,Waiariki,NZ First,0.041537998
2011,Waiariki,Other,0.019330881
2011,Waiariki,United,-0.00485525
2011,Waikato,ACT,0.008517171
2011,Waikato,Alliance/Progressive,-0.000135587
2011,Waikato,Conservative,0.011758005
2011,Waikato,Green,-0.039585813
2011,Waikato,Labour,-0.108317132
2011,Waikato,Mana,-0.008206426
2011,Waikato,Māori,-0.008968028
2011,Waikato,National,0.124024181
2011,Waikato,NZ First,0.017937998
2011,Waikato,Other,0.001330881
2011,Waikato,United,0.00164475
2011,Waimakariri,ACT,-0.005283359
2011,Waimakariri,Alliance/Progressive,-3.5637E-05
2011,Waimakariri,Conservative,0.006654715
2011,Waimakariri,Green,-0.024594312
2011,Waimakariri,Labour,-0.04653972
2011,Waimakariri,Mana,-0.009806516
2011,Waimakariri,Māori,-0.011568288
2011,Waimakariri,National,0.099667317
2011,Waimakariri,NZ First,-0.006167921
2011,Waimakariri,Other,-0.002070459
2011,Waimakariri,United,-0.00025582
2011,Wairarapa,ACT,0.002518481
2011,Wairarapa,Alliance/Progressive,-0.000135547
2011,Wairarapa,Conservative,0.011961825
2011,Wairarapa,Green,-0.011676022
2011,Wairarapa,Labour,-0.04029392
2011,Wairarapa,Mana,-0.008606216
2011,Wairarapa,Māori,-0.007967408
2011,Wairarapa,National,0.040175096
2011,Wairarapa,NZ First,0.011745709
2011,Wairarapa,Other,0.001432571
2011,Wairarapa,United,0.00084543
2011,Waitākere,ACT,-0.001381909
2011,Waitākere,Alliance/Progressive,-0.000135547
2011,Waitākere,Conservative,-0.002239595
2011,Waitākere,Green,0.031828328
2011,Waitākere,Labour,0.057315841
2011,Waitākere,Mana,-0.005705926
2011,Waitākere,Māori,-0.009267538
2011,Waitākere,National,-0.064435365
2011,Waitākere,NZ First,-0.002055671
2011,Waitākere,Other,-0.001767749
2011,Waitākere,United,-0.00215487
2011,Waitaki,ACT,0.000618291
2011,Waitaki,Alliance/Progressive,6.4473E-05
2011,Waitaki,Conservative,0.002360865
2011,Waitaki,Green,0.009526098
2011,Waitaki,Labour,-0.05669556
2011,Waitaki,Mana,-0.009406296
2011,Waitaki,Māori,-0.010867698
2011,Waitaki,National,0.075878666
2011,Waitaki,NZ First,-0.014956961
2011,Waitaki,Other,0.001032531
2011,Waitaki,United,0.00244559
2011,Wellington Bays,ACT,-0.003582129
2011,Wellington Bays,Alliance/Progressive,6.4473E-05
2011,Wellington Bays,Conservative,-0.015840955
2011,Wellington Bays,Green,0.1415393
2011,Wellington Bays,Labour,0.056815791
2011,Wellington Bays,Mana,-0.004805836
2011,Wellington Bays,Māori,-0.007367348
2011,Wellington Bays,National,-0.141543076
2011,Wellington Bays,NZ First,-0.023057772
2011,Wellington Bays,Other,-0.002167789
2011,Wellington Bays,United,-5.46599E-05
2011,Wellington North,ACT,0.000417171
2011,Wellington North,Alliance/Progressive,-0.000235587
2011,Wellington North,Conservative,-0.018741995
2011,Wellington North,Green,0.137214187
2011,Wellington North,Labour,-0.017817132
2011,Wellington North,Mana,-0.005806426
2011,Wellington North,Māori,-0.007268028
2011,Wellington North,National,-0.045775819
2011,Wellington North,NZ First,-0.036662002
2011,Wellington North,Other,-0.007069119
2011,Wellington North,United,0.00174475
2011,West Coast-Tasman,ACT,-0.002485258
2011,West Coast-Tasman,Alliance/Progressive,-3.5737E-05
2011,West Coast-Tasman,Conservative,0.005248558
2011,West Coast-Tasman,Green,0.02977238
2011,West Coast-Tasman,Labour,-0.003997658
2011,West Coast-Tasman,Mana,-0.008007236
2011,West Coast-Tasman,Māori,-0.010069258
2011,West Coast-Tasman,National,-0.011213148
2011,West Coast-Tasman,NZ First,-0.009078887
2011,West Coast-Tasman,Other,0.002225573
2011,West Coast-Tasman,United,0.007640671
2011,Whanganui,ACT,0.000617171
2011,Whanganui,Alliance/Progressive,0.000064413
2011,Whanganui,Conservative,0.007558005
2011,Whanganui,Green,-0.020785813
2011,Whanganui,Labour,-0.009417132
2011,Whanganui,Mana,-0.008506426
2011,Whanganui,Māori,-0.006768028
2011,Whanganui,National,0.010624181
2011,Whanganui,NZ First,0.027337998
2011,Whanganui,Other,-6.9119E-05
2011,Whanganui,United,-0.00065525
2011,Whangaparāoa,ACT,0.000518281
2011,Whangaparāoa,Alliance/Progressive,-0.000135547
2011,Whangaparāoa,Conservative,0.034064036
2011,Whangaparāoa,Green,-0.035578412
2011,Whangaparāoa,Labour,-0.140003891
2011,Whangaparāoa,Mana,-0.009506306
2011,Whangaparāoa,Māori,-0.010667678
2011,Whangaparāoa,National,0.166187697
2011,Whangaparāoa,NZ First,0.001444679
2011,Whangaparāoa,Other,-0.004468019
2011,Whangaparāoa,United,-0.00185484
2011,Whangārei,ACT,0.006018831
2011,Whangārei,Alliance/Progressive,-0.000135547
2011,Whangārei,Conservative,0.015862215
2011,Whangārei,Green,-0.002775132
2011,Whangārei,Labour,-0.0690968
2011,Whangārei,Mana,-0.003605716
2011,Whangārei,Māori,-0.008067418
2011,Whangārei,National,0.030074086
2011,Whangārei,NZ First,0.030947629
2011,Whangārei,Other,0.001632591
2011,Whangārei,United,-0.00085474
2011,Wigram,ACT,-0.004283459
2011,Wigram,Alliance/Progressive,0.003763983
2011,Wigram,Conservative,-0.002944325
2011,Wigram,Green,0.004902738
2011,Wigram,Labour,0.011454481
2011,Wigram,Mana,-0.008906606
2011,Wigram,Māori,-0.010068438
2011,Wigram,National,0.009976286
2011,Wigram,NZ First,-0.005068031
2011,Wigram,Other,0.000229311
2011,Wigram,United,0.00094406
2014,Auckland Central,ACT,0.002992681
2014,Auckland Central,Conservative,-0.024062415
2014,Auckland Central,Green,0.123975302
2014,Auckland Central,Labour,-0.022094649
2014,Auckland Central,Mana,0.005089122
2014,Auckland Central,Māori,-0.00808043
2014,Auckland Central,National,-0.034487048
2014,Auckland Central,NZ First,-0.037704647
2014,Auckland Central,Other,-0.005240257
2014,Auckland Central,United,-0.00038766
2014,Banks Peninsula,ACT,-0.002705489
2014,Banks Peninsula,Conservative,-0.009754904
2014,Banks Peninsula,Green,0.074434537
2014,Banks Peninsula,Labour,-0.022326272
2014,Banks Peninsula,Mana,-0.007007538
2014,Banks Peninsula,Māori,-0.00927914
2014,Banks Peninsula,National,0.004050786
2014,Banks Peninsula,NZ First,-0.022487055
2014,Banks Peninsula,Other,-0.004637827
2014,Banks Peninsula,United,-0.0002871
2014,Botany,ACT,0.018191161
2014,Botany,Conservative,0.007234455
2014,Botany,Green,-0.05920638
2014,Botany,Labour,-0.09838702
2014,Botany,Mana,-0.009009468
2014,Botany,Māori,-0.0113801
2014,Botany,National,0.189590544
2014,Botany,NZ First,-0.030305387
2014,Botany,Other,-0.006040177
2014,Botany,United,-0.00068763
2014,Christchurch Central,ACT,-0.001706849
2014,Christchurch Central,Conservative,-0.008463975
2014,Christchurch Central,Green,0.051582541
2014,Christchurch Central,Labour,0.010502091
2014,Christchurch Central,Mana,-0.004709898
2014,Christchurch Central,Māori,-0.00848039
2014,Christchurch Central,National,-0.023588138
2014,Christchurch Central,NZ First,-0.013407076
2014,Christchurch Central,Other,-0.002040577
2014,Christchurch Central,United,0.00031227
2014,Christchurch East,ACT,-0.003506669
2014,Christchurch East,Conservative,-0.007564065
2014,Christchurch East,Green,0.024185281
2014,Christchurch East,Labour,0.072595882
2014,Christchurch East,Mana,-0.004409928
2014,Christchurch East,Māori,-0.00908033
2014,Christchurch East,National,-0.079282569
2014,Christchurch East,NZ First,0.007090874
2014,Christchurch East,Other,5.92131E-05
2014,Christchurch East,United,-8.769E-05
2014,Coromandel,ACT,-0.003506329
2014,Coromandel,Conservative,0.013839135
2014,Coromandel,Green,-0.00670165
2014,Coromandel,Labour,-0.099071841
2014,Coromandel,Mana,-0.007008958
2014,Coromandel,Māori,-0.00827992
2014,Coromandel,National,0.072256328
2014,Coromandel,NZ First,0.041000203
2014,Coromandel,Other,-0.001939487
2014,Coromandel,United,-0.00058748
2014,Dunedin,ACT,-0.003606989
2014,Dunedin,Conservative,-0.012966184
2014,Dunedin,Green,0.122252599
2014,Dunedin,Labour,0.067664591
2014,Dunedin,Mana,0.002287763
2014,Dunedin,Māori,-0.00958064
2014,Dunedin,National,-0.14570818
2014,Dunedin,NZ First,-0.019013234
2014,Dunedin,Other,-0.001641747
2014,Dunedin,United,0.00031202
2014,East Cape,ACT,-0.004606329
2014,East Cape,Conservative,0.001039135
2014,East Cape,Green,-0.01480165
2014,East Cape,Labour,-0.023771841
2014,East Cape,Mana,-0.002408958
2014,East Cape,Māori,-0.00377992
2014,East Cape,National,0.015956328
2014,East Cape,NZ First,0.031700203
2014,East Cape,Other,0.000660513
2014,East Cape,United,1.252E-05
2014,East Coast Bays,ACT,0.010393671
2014,East Coast Bays,Conservative,0.028239135
2014,East Coast Bays,Green,-0.02250165
2014,East Coast Bays,Labour,-0.131271841
2014,East Coast Bays,Mana,-0.006708958
2014,East Coast Bays,Māori,-0.00927992
2014,East Coast Bays,National,0.161756328
2014,East Coast Bays,NZ First,-0.025599797
2014,East Coast Bays,Other,-0.005139487
2014,East Coast Bays,United,0.00011252
2014,Epsom,ACT,0.019491031
2014,Epsom,Conservative,-0.015063315
2014,Epsom,Green,0.025085191
2014,Epsom,Labour,-0.1105858
2014,Epsom,Mana,-0.005009868
2014,Epsom,Māori,-0.0083804
2014,Epsom,National,0.153294174
2014,Epsom,NZ First,-0.051103307
2014,Epsom,Other,-0.007140067
2014,Epsom,United,-0.00058764
2014,Glendene,ACT,0.006393671
2014,Glendene,Conservative,-0.006160865
2014,Glendene,Green,-0.01070165
2014,Glendene,Labour,0.141128159
2014,Glendene,Mana,-0.001608958
2014,Glendene,Māori,-0.00917992
2014,Glendene,National,-0.112043672
2014,Glendene,NZ First,-0.004899797
2014,Glendene,Other,-0.002339487
2014,Glendene,United,-0.00058748
2014,Hamilton East,ACT,0.000292231
2014,Hamilton East,Conservative,0.008229577
2014,Hamilton East,Green,0.003376374
2014,Hamilton East,Labour,-0.013319212
2014,Hamilton East,Mana,-0.004110958
2014,Hamilton East,Māori,-0.0067812
2014,Hamilton East,National,0.029056867
2014,Hamilton East,NZ First,-0.015114014
2014,Hamilton East,Other,-0.002441587
2014,Hamilton East,United,0.00081192
2014,Hamilton West,ACT,-0.002305869
2014,Hamilton West,Conservative,0.006743765
2014,Hamilton West,Green,-0.024193419
2014,Hamilton West,Labour,0.007953971
2014,Hamilton West,Mana,-0.006908238
2014,Hamilton West,Māori,-0.00757936
2014,Hamilton West,National,0.003003452
2014,Hamilton West,NZ First,0.022511074
2014,Hamilton West,Other,0.000361843
2014,Hamilton West,United,0.00041278
2014,Hauraki-Waikato,ACT,-0.005206329
2014,Hauraki-Waikato,Conservative,-0.032360865
2014,Hauraki-Waikato,Green,-0.01130165
2014,Hauraki-Waikato,Labour,0.212128159
2014,Hauraki-Waikato,Mana,0.064791042
2014,Hauraki-Waikato,Māori,0.10532008
2014,Hauraki-Waikato,National,-0.394843672
2014,Hauraki-Waikato,NZ First,0.044600203
2014,Hauraki-Waikato,Other,0.018460513
2014,Hauraki-Waikato,United,-0.00158748
2014,Henderson,ACT,0.004992481
2014,Henderson,Conservative,-0.001264695
2014,Henderson,Green,-0.036208679
2014,Henderson,Labour,0.113491792
2014,Henderson,Mana,-0.002510118
2014,Henderson,Māori,-0.00978026
2014,Henderson,National,-0.065883908
2014,Henderson,NZ First,-0.001608256
2014,Henderson,Other,-0.000740707
2014,Henderson,United,-0.00048765
2014,Hutt South,ACT,-0.000505049
2014,Hutt South,Conservative,-0.004453844
2014,Hutt South,Green,0.021123875
2014,Hutt South,Labour,0.02978415
2014,Hutt South,Mana,-0.006907518
2014,Hutt South,Māori,-0.00797888
2014,Hutt South,National,-0.018753774
2014,Hutt South,NZ First,-0.012985154
2014,Hutt South,Other,-0.001237147
2014,Hutt South,United,0.00191334
2014,Ikaroa-Rāwhiti,ACT,-0.005906329
2014,Ikaroa-Rāwhiti,Conservative,-0.033860865
2014,Ikaroa-Rāwhiti,Green,-0.00150165
2014,Ikaroa-Rāwhiti,Labour,0.220728159
2014,Ikaroa-Rāwhiti,Mana,0.081791042
2014,Ikaroa-Rāwhiti,Māori,0.10892008
2014,Ikaroa-Rāwhiti,National,-0.412643672
2014,Ikaroa-Rāwhiti,NZ First,0.026800203
2014,Ikaroa-Rāwhiti,Other,0.017560513
2014,Ikaroa-Rāwhiti,United,-0.00188748
2014,Ilam,ACT,0.003095671
2014,Ilam,Conservative,-0.002453444
2014,Ilam,Green,0.019323515
2014,Ilam,Labour,-0.070235854
2014,Ilam,Mana,-0.007707678
2014,Ilam,Māori,-0.00847898
2014,Ilam,National,0.10517101
2014,Ilam,NZ First,-0.033089175
2014,Ilam,Other,-0.005938087
2014,Ilam,United,0.00031302
2014,Invercargill,ACT,-0.003306329
2014,Invercargill,Conservative,-0.001260865
2014,Invercargill,Green,-0.03380165
2014,Invercargill,Labour,-0.008971841
2014,Invercargill,Mana,-0.008208958
2014,Invercargill,Māori,-0.00997992
2014,Invercargill,National,0.035156328
2014,Invercargill,NZ First,0.023000203
2014,Invercargill,Other,0.007560513
2014,Invercargill,United,-0.00018748
2014,Kaikōura,ACT,-0.003006719
2014,Kaikōura,Conservative,0.006934485
2014,Kaikōura,Green,-0.015010799
2014,Kaikōura,Labour,-0.07978888
2014,Kaikōura,Mana,-0.009509418
2014,Kaikōura,Māori,-0.00958028
2014,Kaikōura,National,0.096199883
2014,Kaikōura,NZ First,0.011990384
2014,Kaikōura,Other,0.001359083
2014,Kaikōura,United,0.00041226
2014,Kaipara ki Mahurangi,ACT,-0.000406329
2014,Kaipara ki Mahurangi,Conservative,0.021139135
2014,Kaipara ki Mahurangi,Green,-0.00100165
2014,Kaipara ki Mahurangi,Labour,-0.133371841
2014,Kaipara ki Mahurangi,Mana,-0.008008958
2014,Kaipara ki Mahurangi,Māori,-0.00887992
2014,Kaipara ki Mahurangi,National,0.129656328
2014,Kaipara ki Mahurangi,NZ First,0.004100203
2014,Kaipara ki Mahurangi,Other,-0.003439487
2014,Kaipara ki Mahurangi,United,0.00021252
2014,Kapiti,ACT,-0.004606099
2014,Kapiti,Conservative,-0.004057315
2014,Kapiti,Green,0.026011601
2014,Kapiti,Labour,-0.033450169
2014,Kapiti,Mana,-0.006308178
2014,Kapiti,Māori,-0.00817942
2014,Kapiti,National,0.044807633
2014,Kapiti,NZ First,-0.012492426
2014,Kapiti,Other,-0.002038397
2014,Kapiti,United,0.00031277
2014,Kenepuru,ACT,-0.002105849
2014,Kenepuru,Conservative,-0.009157825
2014,Kenepuru,Green,0.007909791
2014,Kenepuru,Labour,0.099063082
2014,Kenepuru,Mana,-0.005608108
2014,Kenepuru,Māori,-0.00747935
2014,Kenepuru,National,-0.062103058
2014,Kenepuru,NZ First,-0.022593436
2014,Kenepuru,Other,-0.001338327
2014,Kenepuru,United,0.00341308
2014,Māngere,ACT,-0.004406579
2014,Māngere,Conservative,-0.009663855
2014,Māngere,Green,-0.06730557
2014,Māngere,Labour,0.417561385
2014,Māngere,Mana,-0.002510118
2014,Māngere,Māori,-0.00868037
2014,Māngere,National,-0.311259371
2014,Māngere,NZ First,-0.013207096
2014,Māngere,Other,0.000759143
2014,Māngere,United,-0.00128757
2014,Manurewa,ACT,-0.002407229
2014,Manurewa,Conservative,-0.014565864
2014,Manurewa,Green,-0.066809589
2014,Manurewa,Labour,0.306916741
2014,Manurewa,Mana,-0.002511278
2014,Manurewa,Māori,-0.00688118
2014,Manurewa,National,-0.222192883
2014,Manurewa,NZ First,0.009281107
2014,Manurewa,Other,0.000457834
2014,Manurewa,United,-0.00128766
2014,Maungakiekie,ACT,0.008393671
2014,Maungakiekie,Conservative,-0.007960865
2014,Maungakiekie,Green,-0.00520165
2014,Maungakiekie,Labour,0.061828159
2014,Maungakiekie,Mana,-0.004608958
2014,Maungakiekie,Māori,-0.00817992
2014,Maungakiekie,National,-0.021243672
2014,Maungakiekie,NZ First,-0.021599797
2014,Maungakiekie,Other,-0.001839487
2014,Maungakiekie,United,0.00041252
2014,Mt Albert,ACT,0.005594921
2014,Mt Albert,Conservative,-0.016058515
2014,Mt Albert,Green,0.078716872
2014,Mt Albert,Labour,0.069260102
2014,Mt Albert,Mana,0.000692522
2014,Mt Albert,Māori,-0.00817942
2014,Mt Albert,National,-0.083705219
2014,Mt Albert,NZ First,-0.041895367
2014,Mt Albert,Other,-0.003938587
2014,Mt Albert,United,-0.00048731
2014,Mt Maunganui,ACT,-0.003906329
2014,Mt Maunganui,Conservative,0.011339135
2014,Mt Maunganui,Green,-0.02850165
2014,Mt Maunganui,Labour,-0.112971841
2014,Mt Maunganui,Mana,-0.009308958
2014,Mt Maunganui,Māori,-0.00727992
2014,Mt Maunganui,National,0.102256328
2014,Mt Maunganui,NZ First,0.049600203
2014,Mt Maunganui,Other,-0.001339487
2014,Mt Maunganui,United,0.00011252
2014,Mt Roskill,ACT,0.010591921
2014,Mt Roskill,Conservative,0.001735005
2014,Mt Roskill,Green,-0.025309769
2014,Mt Roskill,Labour,0.123090832
2014,Mt Roskill,Mana,-0.005009868
2014,Mt Roskill,Māori,-0.00988025
2014,Mt Roskill,National,-0.062684228
2014,Mt Roskill,NZ First,-0.028205597
